trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
197,False,"{'a': 0.75, 'e': 1.0}",25,4,-22.58364171588418,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.75, 'e': 1.0}",20,6,-56.60034183987936,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.75, 'e': 1.0}",20,5,-42.292496942310876,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.75, 'e': 1.0}",30,12,-48.73065974250104,"{0: 9, 1: 6, 2: 2, 3: 1, 4: 0}",1
201,False,"{'a': 0.75, 'e': 1.0}",25,0,-178.00631462000786,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
202,False,"{'a': 0.75, 'e': 1.0}",20,0,-145.83857255503622,"{0: 11, 1: 3, 2: 1, 3: 3, 4: 2}",0
203,False,"{'a': 0.75, 'e': 1.0}",20,1,-66.32802499271992,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
204,False,"{'a': 0.75, 'e': 1.0}",20,13,-2.431611370743802,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.75, 'e': 1.0}",30,4,-142.80934148875454,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 2}",1
206,False,"{'a': 0.75, 'e': 1.0}",30,18,6.6685248466834395,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.75, 'e': 1.0}",30,10,-58.96336469509404,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.75, 'e': 1.0}",20,0,-50.237008845037394,"{0: 11, 1: 7, 2: 1, 3: 1, 4: 0}",0
209,False,"{'a': 0.75, 'e': 1.0}",20,8,-57.14538876706486,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
210,False,"{'a': 0.75, 'e': 1.0}",25,2,-130.2663260616362,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 2}",1
211,False,"{'a': 0.75, 'e': 0.9999}",35,11,-84.12203186659049,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
212,False,"{'a': 0.75, 'e': 0.9996}",20,5,-32.76962977501237,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
213,False,"{'a': 0.75, 'e': 0.9991}",20,0,-186.8287584228259,"{0: 6, 1: 8, 2: 2, 3: 1, 4: 3}",0
214,False,"{'a': 0.75, 'e': 0.9984}",25,13,-11.800102847298641,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.75, 'e': 0.9975}",20,15,9.001983383349588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 0.9964}",20,0,-144.73183616452997,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
217,False,"{'a': 0.75, 'e': 0.9951}",25,8,-94.05035070215341,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
218,False,"{'a': 0.75, 'e': 0.9936}",20,0,-166.5567266974332,"{0: 7, 1: 5, 2: 5, 3: 1, 4: 2}",1
219,False,"{'a': 0.75, 'e': 0.9919}",25,0,-165.53014300828318,"{0: 8, 1: 6, 2: 9, 3: 1, 4: 1}",0
220,False,"{'a': 0.75, 'e': 0.99}",20,16,8.449196853503661,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.75, 'e': 0.9879}",30,15,-9.484665387302698,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.9856}",20,3,-39.28172607595528,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.75, 'e': 0.9831}",20,12,-15.910974479834636,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
